공간지리식별번호,지형지물부호,관리번호,행정동읍면코드,도엽번호,관리기관코드,도로구간 번호,자전거 도로명,연장,폭원,국비재원,시군비 재원,기타재원,경계 정류,공사번호,대장초기화여부,설치일자,자전거도로 구분,위치구분,자전거도로 재질,위도,경도
295,AE543,961001,4143010300,376121960B,MNG001,960302,,7.82999992,1.82000005,0,0,0,DWY001,,1,2014-06-30,CGB001,DRT001,SMW007,195429.7,525063.9408
296,AE543,100009,4143010300,376121960C,MNG001,100170,,9.85000038,3.1099999,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT001,SMW999,195188.7631,524733.6282
297,AE543,100010,4143010300,376121960C,MNG001,100171,,23.75,3.08999991,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT001,SMW999,195194.8722,524749.5738
298,AE543,100013,4143010300,376121960A,MNG001,100174,,5.34000015,3.17000008,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT001,SMW006,195285.5445,524945.5845
299,AE543,100029,4143010300,376121959D,MNG001,100190,,40.84000015,2.08999991,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT001,SMW004,195122.1129,524631.5536
300,AE543,100003,4143010300,376122041A,MNG001,100164,,20.95000076,1.65999997,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT001,SMW006,195779.7402,525494.9172
254,AE543,2260,4143010900,376121518A,MNG001,200173,,13.22000027,2,0,0,0,DWY001,,1,2015-01-01,CGB001,DRT001,SMW006,198842.1593,532662.6042
274,AE543,100040,4143010300,376122041B,MNG001,100201,,30.10000038,1.69000006,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT002,SMW006,195815.4939,525504.3812
275,AE543,100008,4143010300,376121960C,MNG001,100169,,92.94000244,3.80999994,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT001,SMW999,195183.4557,524687.9194
276,AE543,42000,4143010300,376122041C,MNG001,360302,,1.15999997,1.5,0,0,0,DWY001,,1,2014-06-30,CGB002,DRT002,SMW007,195579.8612,525233.611
277,AE543,100022,4143010300,376121960C,MNG001,100183,,9.02999973,3.13000011,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT002,SMW006,195181.2902,524607.9228
278,AE543,100018,4143010300,376121970A,MNG001,100179,,4.71999979,2.25,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT001,SMW006,195206.8594,524381.275
279,AE543,100044,4143010300,376122041C,MNG001,100205,,116.3099976,1.69000006,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT002,SMW006,195634.0932,525303.3069
280,AE543,100034,4143010300,376122041A,MNG001,100195,,8.82999992,1.84000003,0,0,0,DWY003,,1,2015-01-01,CGB001,DRT003,SMW007,195770.5516,525434.3088
281,AE543,2041,4143011100,376121969D,MNG001,100001,,20.26000023,2,0,0,0,DWY001,,1,,CGB002,DRT001,SMW008,195041.0693,524194.4213
282,AE543,100021,4143010300,376121970A,MNG001,100182,,46.90000153,3,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT001,SMW006,195195.2765,524498.8297
283,AE543,100051,4143010300,376122041A,MNG001,100212,,59.65999985,1.67999995,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT001,SMW006,195686.835,525408.7349
383,AE543,130,4143010400,376122007D,MNG001,0,,260.7799988,2.70000005,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,198640.613,527332.3105
384,AE543,74,4143010500,376122006B,MNG001,660,,68.20999908,2.0999999,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,198139.0884,527809.4821
385,AE543,75,4143010500,376122006B,MNG001,660,,55.06999969,1.89999998,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,198206.3155,527830.098
386,AE543,73,4143010500,376122006B,MNG001,660,,107.7200012,1.95000005,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,198167.4978,527840.5014
387,AE543,68,4143010100,376121593C,MNG001,540,,56.06000137,1.79999995,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,196591.5365,527984.2922
388,AE543,69,4143010100,376121593C,MNG001,540,,50.43000031,1.79999995,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,196651.769,527998.3003
389,AE543,70,4143010100,376121593D,MNG001,540,,70.76000214,1.79999995,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,196717.5042,528007.8943
390,AE543,71,4143010100,376121593D,MNG001,540,,93.72000122,1.79999995,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,196811.3609,528019.7994
391,AE543,76,4143010500,376121597C,MNG001,648,,210.0200043,1.39999998,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,198340.6253,528010.3008
392,AE543,77,4143010500,376121597C,MNG001,648,,30.45999908,1.39999998,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,198444.5708,528080.6337
393,AE543,78,4143010500,376121597D,MNG001,648,,79.40000153,1.39999998,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,198506.9154,528116.7093
394,AE543,79,4143010500,376121597B,MNG001,648,,54.08000183,1.39999998,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,198568.1892,528154.0432
395,AE543,67,4143010500,376121574D,MNG001,495,,125.7600021,1,0,0,0,DWY001,,1,,CGB002,DRT001,SMW006,197219.1835,529025.4321
396,AE543,56,4143010700,376121554A,MNG001,945,,188.6199951,1.5,0,0,0,DWY001,,1,,CGB002,DRT002,SMW999,197114.5779,530552.1374
399,AE543,57,4143010700,376121544D,MNG001,945,,198.1300049,1.5,0,0,0,DWY001,,1,,CGB002,DRT002,SMW999,197224.3903,530737.7213
400,AE543,50,4143010700,376121545C,MNG001,228,,53.43999863,1.5,0,0,0,DWY001,,1,,CGB002,DRT002,SMW999,197401.7484,530810.8643
327,AE543,100059,4143010300,376122041A,MNG001,100220,,37.75,1.38999999,0,0,0,DWY003,,1,2015-01-01,CGB001,DRT003,SMW007,195727.3771,525436.2689
328,AE543,100050,4143010300,376122041A,MNG001,100211,,19.82999992,1.83000004,0,0,0,DWY003,,1,2015-01-01,CGB001,DRT003,SMW007,195773.0773,525464.3413
329,AE543,100048,4143010300,376121950D,MNG001,100209,,7.17000008,1.63999999,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT001,SMW006,195563.3191,525276.0114
330,AE543,100037,4143010300,376122041A,MNG001,100198,,1.48000002,1.21000004,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT002,SMW006,195764.9557,525426.7562
331,AE543,100054,4143010300,376121950D,MNG001,100215,,8.10999966,1.76999998,0,0,0,DWY003,,1,2015-01-01,CGB003,DRT001,SMW007,195534.2254,525217.7228
332,AE543,100019,4143010300,376121970A,MNG001,100180,,58.97000122,3.07999992,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT001,SMW006,195203.8982,524412.4563
333,AE543,100031,4143010300,376122041C,MNG001,100192,,23.72999954,1.85000002,0,0,0,DWY003,,1,2015-01-01,CGB001,DRT003,SMW007,195584.2206,525265.7602
334,AE543,100016,4143011100,376121969B,MNG001,100177,,60.56000137,4.09000015,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT002,SMW006,195118.62,524317.572
335,AE543,2040,4143011100,376121969D,MNG001,100002,,16.15999985,2,0,0,0,DWY001,,1,,CGB002,DRT001,SMW008,195019.592,524170.664
336,AE543,100035,4143010300,376122041A,MNG001,100196,,98.93000031,1.47000003,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT002,SMW006,195724.4625,525395.1189
338,AE543,100041,4143010300,376122041A,MNG001,100202,,29.47999954,1.77999997,0,0,0,DWY001,,1,2015-01-01,CGB001,DRT001,SMW006,195765.2155,525474.6583
339,AE543,100015,4143011100,376121970A,MNG001,100176,,29.29999924,5.57999992,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT002,SMW006,195156.8463,524347.1208
340,AE543,100014,4143011100,376121970A,MNG001,100175,,40.68000031,4.0999999,0,0,0,DWY000,,1,2015-01-01,CGB002,DRT002,SMW006,195195.562,524353.4174
341,AE543,100055,4143010300,376121950D,MNG001,100216,,27.77000046,2.3900001,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT001,SMW006,195503.8045,525178.6427
343,AE543,100025,4143010300,376121959D,MNG001,100186,,44.81000137,1.38999999,0,0,0,DWY001,,1,2015-01-01,CGB002,DRT002,SMW004,195119.244,524607.9678
344,AE543,2165,4143010200,376122032C,MNG001,763,덕성로자전거도로,3.68000007,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW999,196167.7245,525717.0962
345,AE543,2168,4143010300,376122042C,MNG001,1028,덕성로자전거도로,71.33999634,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196196.104,525311.0541
346,AE543,2163,4143010200,376122042A,MNG001,11385,덕성로자전거도로,8.56999969,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT003,SMW999,196175.3317,525627.4947
347,AE543,2160,4143010300,376122042A,MNG001,1027,덕성로자전거도로,43.27000046,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW999,196185.5424,525367.1325
348,AE543,2161,4143010300,376122042A,MNG001,764,덕성로자전거도로,84.18000031,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196179.7548,525430.711
349,AE543,2167,4143010200,376122032C,MNG001,761,덕성로자전거도로,189.8000031,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196164.4055,525813.7292
350,AE543,2104,4143010200,376122032B,MNG001,744,오봉로자전거도로,353.3999939,2,0,0,0,DWY001,,1,2010-01-01,CGB002,DRT001,SMW006,196292.7986,526022.8081
376,AE543,80,4143010200,376122032A,MNG001,744,,48.49000168,1.79999995,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,196173.9471,525982.7896
377,AE543,81,4143010200,376122032A,MNG001,744,,36.08000183,1.85000002,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,196226.1431,526026.7846
378,AE543,82,4143010200,376122032B,MNG001,744,,43.20999908,1.86000001,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,196275.5528,526065.1588
379,AE543,83,4143010200,376122032B,MNG001,744,,139.7400055,1.86000001,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,196362.366,526107.8338
380,AE543,84,4143010200,376122032B,MNG001,744,,13.09000015,1.86000001,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,196437.3212,526142.3096
381,AE543,131,4143010400,376122018A,MNG001,0,,159.1600037,2.70000005,0,0,0,DWY001,,1,,CGB001,DRT001,SMW006,198838.9248,527278.4401
382,AE543,132,4143010400,376122019A,MNG001,0,,250.8000031,2.70000005,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,199065.5156,527257.9852
412,AE543,101,4143010700,376121546A,MNG001,220,,26.07999992,1.5,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,197885.9189,531165.7782
432,AE543,4026,4143010400,376122026B,MNG001,993,,27.56,1.3,0,0,0,DWY003,,1,2013-12-20,CGB002,DRT001,SMW004,198176.6617,526526.5495
433,AE543,4034,4143010100,376122016D,MNG001,516,,107.49,2.7,0,0,0,DWY001,,1,2013-12-20,CGB002,DRT001,SMW006,198094.0162,526850.8924
434,AE543,4012,4143010400,376122037A,MNG001,5274,,113.65,1.6,0,0,0,DWY003,,1,2013-12-20,CGB002,DRT002,SMW006,198359.8908,525976.51
435,AE543,4024,4143010400,376122026D,MNG001,514,,156.41,1.3,0,0,0,DWY003,,1,2013-12-20,CGB002,DRT001,SMW007,198209.5134,526393.5848
436,AE543,4027,4143010400,376122026B,MNG001,5460,,34.78,1.3,0,0,0,DWY003,,1,2013-12-20,CGB002,DRT001,SMW004,198163.268,526554.8343
437,AE543,4033,4143010100,376122016D,MNG001,1035,,15.89,2.3,0,0,0,DWY001,,1,2013-12-20,CGB002,DRT001,SMW006,198124.0647,526791.8716
531,AE543,92,4143011000,376122072A,MNG001,786,,187.9400024,1.60000002,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,196164.4387,523768.2762
532,AE543,90,4143011000,376122072A,MNG001,786,,332.7099915,1.39999998,0,0,0,DWY002,,1,,CGB002,DRT001,SMW002,195909.9235,523782.5489
533,AE543,91,4143011000,376122072A,MNG001,786,,181.1900024,1.39999998,0,0,0,DWY002,,1,,CGB002,DRT001,SMW002,196162.8974,523792.8378
534,AE543,121,4143011000,376122072D,MNG001,766,,271.7799988,1.5,0,0,0,DWY002,,1,,CGB002,DRT001,SMW002,196281.4132,523693.7779
535,AE543,122,4143011000,376122072B,MNG001,766,,120.5,1.5,0,0,0,DWY003,,1,,CGB002,DRT001,SMW002,196272.746,523888.8859
536,AE543,113,4143011000,376122072B,MNG001,766,,165.2899933,2.9000001,0,0,0,DWY003,,1,,CGB002,DRT002,SMW002,196249.3896,523882.9898
537,AE543,2129,4143011000,376122082B,MNG001,767,덕성로자전거도로,15.81999969,2,0,0,0,DWY001,,1,2010-04-01,CGB003,DRT001,SMW999,196290.1269,523326.7576
539,AE543,2127,4143011000,376122082D,MNG001,767,덕성로자전거도로,6,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW007,196298.8183,523018.7934
540,AE543,2126,4143011000,376122082D,MNG001,767,덕성로자전거도로,18.67000008,2,0,0,0,DWY001,,1,2010-04-01,CGB001,DRT003,SMW999,196290.5731,523014.5566
541,AE543,2125,4143011000,376122082D,MNG001,767,덕성로자전거도로,23.11000061,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196301.3436,523002.8656
542,AE543,2124,4143011000,376122082D,MNG001,767,덕성로자전거도로,13.63000011,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW999,196303.9266,522966.9964
543,AE543,2123,4143011000,376122082D,MNG001,5176,덕성로자전거도로,19.36000061,2,0,0,0,DWY001,,1,2010-04-01,CGB003,DRT003,SMW999,196306.4809,522983.0279
544,AE543,2122,4143011000,376122082D,MNG001,767,덕성로자전거도로,18.20000076,2,0,0,0,DWY001,,1,2010-04-01,CGB001,DRT003,SMW999,196292.0696,522960.7949
545,AE543,2121,4143011000,376122082D,MNG001,767,덕성로자전거도로,8.02999973,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW007,196301.598,522956.4626
546,AE543,2120,4143011000,376122082D,MNG001,744,덕성로자전거도로,187.5099945,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196331.0229,522865.0983
482,AE543,20019,4143010300,376122062B,MNG001,20004,,183.53,1.98,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB002,DRT002,SMW999,196256.0427,524448.1323
483,AE543,20008,4143010300,376122062B,MNG001,20001,,93.91,3.09,0,0,0,DWY001,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196260.8633,524287.5387
484,AE543,20013,4143010300,376122062B,MNG001,20001,,19.64,1.89,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196248.3098,524323.2415
485,AE543,20014,4143010300,376122062B,MNG001,20004,,52.07,1.89,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196252.8856,524349.5134
486,AE543,20015,4143010300,376122062B,MNG001,20105,,12.34,1.91,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT001,SMW006,196355.0744,524519.8825
487,AE543,20016,4143010300,376122062B,MNG001,20102,,12.4,1.87,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT001,SMW006,196357.9082,524475.1587
488,AE543,20017,4143010300,376122062B,MNG001,20099,,12.7,1.96,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT001,SMW006,196361.0963,524425.335
489,AE543,20009,4143010300,376122062B,MNG001,20096,,12.23,1.85,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT001,SMW006,196363.6698,524380.452
490,AE543,20010,4143010300,376122062B,MNG001,20054,,13.61,1.88,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196379.0089,524348.6807
491,AE543,20012,4143010300,376122062B,MNG001,20054,,14.92,1.85,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196362.5396,524347.567
492,AE543,20018,4143010300,376122062B,MNG001,20054,,12.5,1.88,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT001,SMW006,196370.338,524356.586
493,AE543,20011,4143010300,376122062B,MNG001,20054,,11.3,1.87,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196369.7549,524339.2217
494,AE543,119,4143011000,376122082B,MNG001,767,,158.949997,1.5,0,0,0,DWY002,,1,,CGB002,DRT001,SMW002,196291.6662,523409.1554
495,AE543,115,4143011000,376122082B,MNG001,767,,549.0300293,1.5,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,196270.2241,523279.1587
496,AE543,120,4143011000,376122072D,MNG001,767,,54.95999908,1.5,0,0,0,DWY002,,1,,CGB002,DRT001,SMW002,196288.3373,523529.1534
497,AE543,93,4143011000,376122071B,MNG001,786,,122.1800003,1.39999998,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,196009.9447,523762.0653
498,AE543,114,4143011000,376122072D,MNG001,766,,214.7400055,1.5,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,196257.4958,523657.8357
502,AE543,60,4143010700,376121536C,MNG001,220,,70.73999786,1.5,0,0,0,DWY001,,1,,CGB002,DRT001,SMW004,197844.2443,531214.8024
591,AE543,2157,4143010300,376122052B,MNG001,765,덕성로자전거도로,239.3200073,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW999,196258.3125,524949.6584
592,AE543,2169,4143010200,376122032C,MNG001,760,덕성로자전거도로,26.52000046,2,0,0,0,DWY001,,1,2010-04-01,CGB003,DRT003,SMW999,196147.7404,525886.7364
613,AE543,2009010002,4143010300,376122054C,MNG001,2009010006,,13.12,3.18,0,0,0,DWY001,,1,2019-01-01,CGB001,DRT002,SMW006,196899.99,524645.8746
614,AE543,2009010001,4143010300,376122054C,MNG001,2009010007,,15.1,3.14,0,0,0,DWY001,,1,2019-01-01,CGB001,DRT002,SMW006,196903.4238,524621.9797
615,AE543,2009010003,4143010300,376122062B,MNG001,20004,,21.02,2.13,0,0,0,DWY999,,1,2020-01-01,CGB003,DRT003,SMW922,196241.6981,524463.2275
601,AE543,117,4143011000,376122092B,MNG001,767,,377.269989,1.5,0,0,0,DWY001,,1,,CGB003,DRT001,SMW006,196381.7787,522814.5429
602,AE543,116,4143011000,376122092B,MNG001,767,,431.9700012,1.5,0,0,0,DWY001,,1,,CGB002,DRT002,SMW006,196365.172,522802.4474
603,AE543,118,4143011000,376122082B,MNG001,767,,339.8599854,0.85000002,0,0,0,DWY002,,1,,CGB002,DRT001,SMW002,196299.7832,523153.6642
604,AE543,96,4143011000,376122071A,MNG001,786,,119.6500015,1.39999998,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,195706.8869,523751.2117
605,AE543,95,4143011000,376122071B,MNG001,786,,125.7200012,1.39999998,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,195847.7882,523756.2889
606,AE543,94,4143011000,376122071B,MNG001,786,,13.40999985,1.39999998,0,0,0,DWY002,,1,,CGB002,DRT002,SMW002,195930.178,523759.38
547,AE543,2119,4143011000,376122092B,MNG001,767,덕성로자전거도로,159.75,2,0,0,0,DWY001,,1,2010-04-01,CGB003,DRT001,SMW999,196441.2257,522734.7531
549,AE543,2114,4143051000,376122024B,MNG001,742,오봉로자전거도로,376.75,3.4000001,0,0,0,DWY001,,1,2010-01-01,CGB002,DRT001,SMW006,197204.5923,526582.8641
550,AE543,2113,4143051000,376122016A,MNG001,999,오봉로자전거도로,20.60000038,1.79999995,0,0,0,DWY001,,1,2010-01-01,CGB003,DRT001,SMW006,197820.8804,527276.4
551,AE543,2112,4143051000,376122016A,MNG001,999,오봉로자전거도로,16.5,3.70000005,0,0,0,DWY001,,1,2010-01-01,CGB003,DRT001,SMW006,197803.526,527269.1448
552,AE543,2111,4143051000,376122015B,MNG001,742,오봉로자전거도로,34.09999847,1.89999998,0,0,0,DWY001,,1,2010-01-01,CGB003,DRT001,SMW006,197781.8375,527254.0012
553,AE543,2110,4143051000,376122015B,MNG001,742,오봉로자전거도로,159.5,3.20000005,0,0,0,DWY001,,1,2010-01-01,CGB001,DRT001,SMW006,197645.4116,527171.8111
554,AE543,2109,4143051000,376122015B,MNG001,742,오봉로자전거도로,65,3.20000005,0,0,0,DWY001,,1,2010-01-01,CGB002,DRT001,SMW006,197742.6911,527226.977
555,AE543,2108,4143010200,376122024C,MNG001,743,오봉로자전거도로,190.699997,1.60000002,0,0,0,DWY001,,1,2010-01-01,CGB002,DRT001,SMW006,196973.0424,526391.9307
556,AE543,2107,4143010200,376122024C,MNG001,742,오봉로자전거도로,15.30000019,3.20000005,0,0,0,DWY003,,1,2010-01-01,CGB002,DRT001,SMW006,197052.7059,526457.4117
557,AE543,2103,4143051000,376122015C,MNG001,742,오봉로자전거도로,489.8099976,3.20000005,0,0,0,DWY001,,1,2010-01-01,CGB002,DRT001,SMW006,197437.9915,526933.7344
558,AE543,2101,4143010200,376122032B,MNG001,744,오봉로자전거도로,4,2,0,0,0,DWY003,,1,2010-01-01,CGB002,DRT001,SMW006,196447.5173,526109.7245
566,AE543,20026,4143010300,376122053D,MNG001,20090,,82.13,3.23,0,0,0,DWY001,RD20190002,1,2019-01-01,CGB001,DRT002,SMW999,196871.6374,524681.7843
567,AE543,20003,4143010300,376122052D,MNG001,20010,,168.39,1.95,0,0,0,DWY001,RD20190002,1,2019-01-01,CGB002,DRT002,SMW006,196244.0244,524637.3881
568,AE543,20007,4143010300,376122052D,MNG001,20005,,13.75,1.86,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196253.1945,524544.8647
569,AE543,20005,4143010300,376122052D,MNG001,20064,,7.13,1.96,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196350.7172,524549.7707
570,AE543,20006,4143010300,376122052D,MNG001,20067,,6.89,1.94,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196366.4013,524550.4095
575,AE543,2115,4143051000,376122015B,MNG001,742,오봉로자전거도로,5.23999977,2,0,0,0,DWY003,,1,2010-01-01,CGB002,DRT001,SMW006,197580.5786,527122.5778
576,AE543,20004,4143010300,376122052D,MNG001,20108,,6.88,1.94,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196359.0555,524542.1023
578,AE543,2166,4143010200,376122032C,MNG001,764,덕성로자전거도로,86.76000214,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196173.1986,525672.285
579,AE543,20024,4143010300,376122063A,MNG001,20057,,12.21,1.9,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196466.6743,524376.7714
580,AE543,20023,4143010300,376122063A,MNG001,20057,,14.72,1.93,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196469.8339,524390.2175
581,AE543,2164,4143010300,376122042A,MNG001,764,덕성로자전거도로,148.5899963,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196177.7927,525551.2724
582,AE543,2170,4143010300,376122042C,MNG001,1028,덕성로자전거도로,353.3999939,3,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW006,196235.9212,525221.818
583,AE543,2162,4143010300,376122042A,MNG001,764,덕성로자전거도로,8.71000004,2,0,0,0,DWY001,,1,2010-04-01,CGB002,DRT001,SMW999,196180.5096,525475.3792
584,AE543,20022,4143010300,376122063A,MNG001,20059,,13.22,2.82,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196634.141,524466.6534
585,AE543,20021,4143010300,376122053C,MNG001,20059,,18.59,1.83,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196625.2089,524538.3544
586,AE543,20020,4143010300,376122053C,MNG001,20068,,11.71,1.88,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT003,SMW006,196632.5622,524548.5417
587,AE543,20002,4143010300,376122053D,MNG001,20071,,12.84,1.93,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196739.18,524558.786
588,AE543,20001,4143010300,376122053D,MNG001,20074,,15.78,1.9,0,0,0,DWY003,RD20190002,1,2019-01-01,CGB003,DRT002,SMW006,196824.3542,524677.3725
589,AE543,20025,4143010300,376122064A,MNG001,20091,,502.29,3.19,0,0,0,DWY001,RD20190002,1,2019-01-01,CGB001,DRT002,SMW006,196877.9928,524382.6429
776,AE543,2109010006,4143011100,376121999D,MNG001,2109010001,,6.49,2.71000004,0,0,0,DWY003,,1,2021-01-01,CGB003,DRT001,SMW913,195001.9204,522404.7077
770,AE543,2109010003,4143011100,376121989D,MNG001,2109010001,,582.43,4.03000021,0,0,0,DWY906,,1,2021-01-01,CGB001,DRT001,SMW920,194913.0537,522821.2955
771,AE543,2109010005,4143011100,376121999D,MNG001,2109010001,,243.89,4.13999987,0,0,0,DWY906,,1,2021-01-01,CGB002,DRT001,SMW920,194967.1361,522524.8457
772,AE543,2109010007,4143011100,376121999D,MNG001,2109010001,,37.01,4.13999987,0,0,0,DWY906,,1,2021-01-01,CGB002,DRT001,SMW920,195008.6862,522377.5254
773,AE543,2109010001,4143011100,376121969D,MNG001,2109010001,,1169.79,4.1500001,0,0,0,DWY906,,1,2021-01-01,CGB002,DRT001,SMW920,195026.9998,523589.4872
774,AE543,2109010002,4143011100,376121989D,MNG001,2109010001,,8.56,4.1500001,0,0,0,DWY906,,1,2021-01-01,CGB002,DRT001,SMW920,195035.6115,523018.7882
775,AE543,2109010004,4143011100,376121999B,MNG001,2109010001,,6.49,2.71000004,0,0,0,DWY906,,1,2021-01-01,CGB003,DRT001,SMW920,194965.6208,522639.8914
60,AE543,2202,4143010900,376121508C,MNG001,30012,,87.59999847,1.46000004,0,0,0,DWY001,,1,,CGB002,DRT001,SMW999,198682.3025,532964.7146
61,AE543,2200,4143010900,376121508C,MNG001,30012,,15.44999981,2.05999994,0,0,0,DWY003,,1,,CGB001,DRT003,SMW007,198722.1677,533013.226
1,AE543,2032,4143010800,377091111C,MNG001,2003,,85.80000305,1.33000004,0,0,0,DWY001,,1,2008-01-01,CGB002,DRT002,SMW008,200064.5709,532374.1174
2,AE543,4086,4143010600,377091112D,MNG001,200152,국지도57호선,27.04999924,2.07999992,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,200766.019,532484.6942
3,AE543,4096,4143010800,377091121A,MNG001,200152,국지도57호선,8.47000027,2.00999999,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,200015.1999,532109.4985
4,AE543,4095,4143010800,377091121A,MNG001,200152,국지도57호선,210,2.02999997,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,200191.7777,532091.1142
5,AE543,4092,4143010600,377091121B,MNG001,200152,국지도57호선,40.22000122,1.92999995,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT002,SMW006,200336.8928,532141.3809
6,AE543,4060,4143010800,377091116B,MNG001,200109,국지도57호선,55.86999893,1.16999996,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,202651.1623,532794.965
7,AE543,4070,4143010600,377091112D,MNG001,200102,국지도57호선,26.61000061,2.01999998,0,0,0,DWY001,,1,2013-01-01,CGB002,DRT001,SMW006,200741.2009,532511.1574
8,AE543,2026,4143010800,377091121A,MNG001,2009,,166.1000061,1.33000004,0,0,0,DWY001,,1,2008-01-01,CGB001,DRT001,SMW008,200064.2037,532283.7797
