id,name,category,type_detail,region,sido,sigungu,address,lat,lng,operator,operator_level,tel,homepage,facilities,source,operator_verified
camp-31235,대천해수욕장 야영장,일반야영장,일반야영장,대전충남,충청남도,보령시,충청남도 보령시 해수욕장1길 23 (신흑동),36.3144888,126.5111197,보령시청,기초자치단체,041-933-7051,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=6972&viewType=read01,"139,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-31246,무창포해수욕장오토캠핑장,일반야영장,일반야영장,대전충남,충청남도,보령시,충청남도 보령시 웅천읍 관당리 806-9,36.241200324146,126.535723357053,보령시청,기초자치단체,041-936-3761,http://noricamp.com/site/%EB%AC%B4%EC%B0%BD%ED%8F%AC%ED%95%B4%EC%88%98%EC%9A%95%EC%9E%A5%20%EC%98%A4%ED%86%A0%EC%BA%A0%ED%95%91%EC%9E%A5,"37,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-31012,성주산자연휴양림 야영장,일반야영장,일반야영장,대전충남,충청남도,보령시,충청남도 보령시 성주면 화장골길 57-228,36.3325687279031,126.663964609242,보령시청,기초자치단체,041-934-7133,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030078,"야영데크(62면),강의실, 계곡, 물놀이장, 편백나무숲",공유누리(행정안전부),Y
camp-31321,용두해수욕장 숲속야영장,일반야영장,일반야영장,대전충남,충청남도,보령시,충청남도 보령시 남포면 용두욕장2길 40,36.2626764393974,126.548368721906,보령시청,기초자치단체,041-933-4005,https://www.brsisul.or.kr/kor/sub01_05_02.do,"40,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-30953,만수산자연휴양림 야영장,일반야영장,일반야영장,대전충남,충청남도,부여군,충청남도 부여군 외산면 휴양로 107,36.3385420816258,126.711932456613,부여군시설관리공단,지방공기업·출자출연기관,041-832-6561,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030007,"야영데크(19면),물놀이장, 놀이터, 야외공연장, 다목적홀",공유누리(행정안전부),Y
camp-gc-032,서천 국민여가 캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,대전충남,충청남도,서천군,충청남도 서천군 마서면 장산로 856,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31501,서천 금빛노을 서울캠핑장,일반야영장,일반야영장,대전충남,충청남도,서천군,충청남도 서천군 마서면 옥도로 498번길 43-10,36.0456157366736,126.718902109887,서천군청,기초자치단체,041-952-3926,https://blog.naver.com/seoul_camp/221494107300,"일반야영장(15면),산책로,수상레저,낚시,해수욕",공유누리(행정안전부),Y
camp-31037,영인산자연휴양림 야영장,일반야영장,일반야영장,대전충남,충청남도,아산시,충청남도 아산시 영인면 아산온천로 16-24,36.8411239668852,126.949389510268,아산시시설관리공단,지방공기업·출자출연기관,041-538-1958,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030012,"야영데크(20면),산책로,다목적구장,샤워장,개수대,전기시설,관리동",공유누리(행정안전부),Y
camp-31316,예당관광지 국민여가캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,예산군,충청남도 예산군 응봉면 예당관광로 123,36.6366183006597,126.798004575052,예산군관광시설사업소,기초자치단체,041-339-8285,http://camping.yesan.go.kr/reservation.do,"27사이트,상하수도시설,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-31453,독립기념관 캠핑장,일반야영장,일반야영장,대전충남,충청남도,천안시,충청남도 천안시 동남구 목천읍 독립기념관로 1,36.7818719998049,127.230398111736,천안시청,기초자치단체,041-560-0114,https://www.i815.or.kr/campsite/camp/site.do,"일반야영장(104면),매점, 전기시설, 화장실, 취사시설, 샤워실",공유누리(행정안전부),Y
camp-31360,천안국민여가캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,천안시,충청남도 천안시 동남구 목천읍 교촌7길 46-13,36.8016541169806,127.226784891668,천안시시설관리공단,지방공기업·출자출연기관,041-529-5113,https://mccamp.cfmc.or.kr/node/?menu=030100,"오토캠핑장28면 일반캠핑장 10면,샤워실, 전망데크, 휴게광장",공유누리(행정안전부),Y
camp-gc-033,천안시 국민여가캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,대전충남,충청남도,천안시,충청남도 천안시 동남구 목천읍 교촌7길 46-13,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31094,태학산자연휴양림 오토캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,천안시,충청남도 천안시 동남구 풍세면 휴양림길 105-2,36.7286070817567,127.091944281065,천안시시설관리공단,지방공기업·출자출연기관,041-529-5108,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030040,"33면,전기시설, 화장실, 취사시설, 샤워실",공유누리(행정안전부),Y
camp-31365,청양 동강리 오토캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,청양군,충청남도 청양군 청남면 금강변로 868-135,36.3395703280059,126.978017627398,청양군청 안전재난과,기초자치단체,041-940-2706,https://river.cheongyang.go.kr/,"자동차 42대(100㎡ 18면, 40㎡ 24면),샤워장, 음수대, 족구장, 피크닉테이블, 파고라 등",공유누리(행정안전부),Y
camp-31366,청양 칠갑산 오토캠핑장,자동차야영장,자동차야영장,대전충남,충청남도,청양군,충청남도 청양군 대치면 까치내로 710,36.3957254436757,126.863184161475,청양군공공시설사업소,기초자치단체,041-940-2700,http://camping.cheongyang.go.kr/,"일반(46면), 자동차(29면),산책로,어린이놀이시설",공유누리(행정안전부),Y
camp-31089,칠갑산자연휴양림 야영장,일반야영장,일반야영장,대전충남,충청남도,청양군,충청남도 청양군 대치면 칠갑산로 668-103,36.4315905374483,126.843824145714,청양군공공시설사업소,기초자치단체,041-940-2428,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030044,"야영데크(20면),다목적체육시설, 식당, 원두막, 물놀이장, 매점, 회의실",공유누리(행정안전부),Y
camp-30818,거제자연휴양림 야영장,일반야영장,일반야영장,부산경남,경상남도,거제시,경상남도 거제시 동부면 거제중앙로 325,34.7856991830164,128.625943103613,거제해양관광개발공사,지방공기업·출자출연기관,055-639-8115,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030059,"44면,족구장, 다목적실, 세미나실, 숲속놀이터, 화장실, 샤워장",공유누리(행정안전부),Y
camp-gc-012,거창 국민여가캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,부산경남,경상남도,거창군,경상남도 거창군 북상면 덕유월성로 1312-96,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-30937,금원산자연휴양림 야영장,일반야영장,일반야영장,부산경남,경상남도,거창군,경상남도 거창군 위천면 금원산길 412,35.7314457555139,127.797876929071,경상남도청,광역자치단체,055-254-3971,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030077,"90면,세미나실",공유누리(행정안전부),Y
camp-31293,수승대 오토캠핑장,일반야영장,일반야영장,부산경남,경상남도,거창군,경상남도 거창군 위천면 은하리길 2,35.7609232664313,127.83367693705,거창군청,기초자치단체,055-940-8530,http://www.geochang.go.kr/tour/ssd/autocamping/reserve/Reserve.do?&pageCd=SD0602000000&siteGubun=ssd,"56,전기시설, 상하수도시설,샤워실, 족구장, 농구장",공유누리(행정안전부),Y
camp-31294,수승대야영장,일반야영장,일반야영장,부산경남,경상남도,거창군,경상남도 거창군 위천면 은하리길 43-101,35.7587755900335,127.831636298201,거창군청,기초자치단체,055-940-8530,https://www.geochang.go.kr/tour/ssd/camping/reserve/Reserve.do?&pageCd=SD0603000000&siteGubun=ssd,"84,계곡 물놀이, 샤워실",공유누리(행정안전부),Y
camp-31176,고성 남산공원 오토캠핑장,일반야영장,일반야영장,부산경남,경상남도,고성군,경상남도 고성군 고성읍 공룡로 3165,34.9555734316102,128.328753951587,고성군청,기초자치단체,070-4152-5255,https://www.gscamping.com/,"일반(27면), 카라반용(5면),산책로, 화장실, 개수대, 샤워장, 매점",공유누리(행정안전부),Y
camp-31226,당항포 오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,고성군,경상남도 고성군 회화면 당항만로 1116,35.0532256277492,128.392026078668,고성군청,기초자치단체,055-670-4502,https://camp.xticket.kr/web/main?shopEncode=1714e15f2ae140de5dba3810efa1476baf8211013697ae6dcb8386d12933a735,"118,산책로,물놀이, 당항포관광지 무료입장, 화장실, 개수대, 샤워장",공유누리(행정안전부),Y
camp-31276,생림 오토 캠핑장,일반야영장,일반야영장,부산경남,경상남도,김해시,경상남도 김해시 생림면 마사리 1322-6,35.3651886220804,128.811910126267,김해시청,기초자치단체,055-338-9925,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1601,"사이트93개,주차장, 화장실, 샤워실",공유누리(행정안전부),Y
camp-31298,신어산자연숲캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,김해시,김해시 상동면 장척로462번길 140,35.2771489766488,128.924524014191,김해시청,기초자치단체,010-3999-1293,http://www.sineosan.com,"사이트32개,. 글램핑 5개 ,주차장, 화장실, 샤워실, 개수대, 목공체험실",공유누리(행정안전부),Y
camp-gc-013,남해 힐링국민여가캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,부산경남,경상남도,남해군,경상남도 남해군 이동면 성남로 79-14,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31240,두곡해수욕장야영장,일반야영장,일반야영장,부산경남,경상남도,남해군,경상남도 남해군 남면 남면로111번길 95,34.7683286897806,127.907396941369,남해군청,기초자치단체,055-862-8564,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=900&viewType=read01,"30,산책로,수상레저,낚시,해수욕",공유누리(행정안전부),Y
camp-31275,상주은모래비치캠핑장,일반야영장,일반야영장,부산경남,경상남도,남해군,경상남도 남해군 상주면 상주로 17-4,34.7196534276283,127.985070900472,남해군청,기초자치단체,055-863-3573,https://sangjubeach.com/autocamp/,"66,전기시설, 화장실, 샤워실",공유누리(행정안전부),Y
camp-31287,송정솔바람야영장,일반야영장,일반야영장,부산경남,경상남도,남해군,경상남도 남해군 미조면 미송로 483,34.7231629682307,128.024966656696,남해군청,기초자치단체,055-867-3414,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=1797&viewType=read01,"51,산책로,낚시,해수욕",공유누리(행정안전부),Y
camp-31326,월포해수욕장야영장,일반야영장,일반야영장,부산경남,경상남도,남해군,경상남도 남해군 남면 석교리 1034-1,34.7671652794662,127.904502068203,남해군청,기초자치단체,010-7670-9993,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2498&viewType=read01,"30,화장실, 샤워실",공유누리(행정안전부),Y
camp-31252,밀양아리랑 오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,밀양시,경상남도 밀양시 하남읍 백산리 474-32,35.3512319206324,128.756930336623,밀양시시설관리공단,지방공기업·출자출연기관,055-359-4636,https://www.myfmc.or.kr/sub/04_02.php,"200,전기시설, 샤워실, 개수대, 족구장 2면,다목적구장 3면",공유누리(행정안전부),Y
camp-31267,비토 국민여가캠핑장,카라반,카라반,부산경남,경상남도,사천시,경상남도 사천시 서포면 용궁로 124,34.9655221848658,127.98272901586,사천시시설관리공단,지방공기업·출자출연기관,070-8988-4000,http://www.bitocamping.com/?c=booking/apply,"3,전기시설, 화장실,샤워실 등",공유누리(행정안전부),Y
camp-31457,동의보감촌 숲속글램핑,글램핑,글램핑,부산경남,경상남도,산청군,경상남도 산청군 금서면 동의보감로555번길 167-23,35.4348126292003,127.826283726796,산청군청,기초자치단체,055-972-9778,http://donguibogam-village.sancheong.go.kr/html/sub/01_04_05.jsp,"일반야영장(6면), 자동차야영장사이트(6면), 글램핑시설(23면),어린이놀이시설",공유누리(행정안전부),Y
camp-31109,한방자연휴양림 야영장,자동차야영장,자동차야영장,부산경남,경상남도,산청군,경상남도 산청군 금서면 동의보감로555번길 186,35.4340358385486,127.823680825541,산청군청,기초자치단체,055-970-6952,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030037,"사이트(6면),화장실, 샤워실, 취사장, 세미나실",공유누리(행정안전부),Y
camp-30944,대운산자연휴양림 야영장,일반야영장,일반야영장,부산경남,경상남도,양산시,경상남도 양산시 탑골길 270,35.4178507074094,129.208911645308,양산시시설관리공단,지방공기업·출자출연기관,055-379-8670,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030038,"101면,산책로, 대회의실, 소회의실",공유누리(행정안전부),Y
camp-31402,황산문화체육공원 국민여가캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,양산시,경상남도 양산시 물금읍 낙동로 295-19,35.3017308251053,128.989594913984,양산시시설관리공단,지방공기업·출자출연기관,055-379-8690,http://www.yssisul.or.kr/stms/hs,"일반(75면), 자동차(36면),상하수도, 전기, 화장실, 취사시설, 샤워실",공유누리(행정안전부),Y
camp-31112,화왕산자연휴양림 야영장,일반야영장,일반야영장,부산경남,경상남도,창녕군,경상남도 창녕군 고암면 청간길 128-126,35.546930792625,128.567314450646,창녕군산립조합,기초자치단체,055-533-2332,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030015,"야영데크(10면),다목적구장, 바비큐장, 숲길, 물놀이장, 놀이터",공유누리(행정안전부),Y
camp-31221,달천공원오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,창원시,경상남도 창원시 의창구 북면 달천길 150,35.2831966202334,128.598252179456,창원시청,기초자치단체,055-262-0752,https://camp.changwon.go.kr:8080/,"자동차(26면), 방갈로(4동), 계곡, 산책로, 물놀이장",공유누리(행정안전부),Y
camp-31373,케이블카파크랜드 오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,통영시,통영시 발개로 172-24,34.8235944349898,128.42263295344,통영시청,기초자치단체,010-3557-8607,http://www.tycamping.co.kr/,"자동차(21면),샤워실, 화장실, 취사시설",공유누리(행정안전부),Y
camp-31375,통제영오토토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,통영시,통영시 한산면 한산일주로 171,34.8005499615355,128.474535066249,통영시청,기초자치단체,010-7343-1603,https://cafe.naver.com/tongjaeyoung,"자동차(24면),샤워실, 화장실, 취사시설",공유누리(행정안전부),Y
camp-31180,고포수변공원 캠핑장,일반야영장,일반야영장,부산경남,경상남도,하동군,경상남도 하동군 금성면 고포큰골길 19-37,34.966219636001,127.771233690307,하동군청,기초자치단체,010-8581-5545,https://www.hadong.go.kr/02640/02651/03372.web,"텐트(21면), 모빌홈(3동), 카라반(1동),",공유누리(행정안전부),Y
camp-31379,평사리공원 야영장,자동차야영장,자동차야영장,부산경남,경상남도,하동군,경상남도 하동군 악양면 평사리 평사리 섬진강대로 3145-1,35.1381594,127.6889294,하동군청,기초자치단체,055-883-9004,https://www.hadong.go.kr/02640/02651/02802.web,"자동차(58면),산책로",공유누리(행정안전부),Y
camp-31385,하동군 다목적캠핑장,일반야영장,일반야영장,부산경남,경상남도,하동군,경상남도 하동군 옥종면 두양리 1073-219,35.2444047430521,127.889782465293,하동군청,기초자치단체,010-5188-6092,https://www.hadong.go.kr/02640/02651/02803.web,"텐트(30면),화장실, 샤워실, 취사장",공유누리(행정안전부),Y
camp-31169,강나루 오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,함안군,경남 함안군 칠서면 삼칠로 1235-50 일원,35.3897859985045,128.509206026397,함안군청,기초자치단체,055-586-2510,https://www.haman.go.kr/04198/04219/04274.web,"일반(197면),축구장, 농구장, 자전거대여, 화장실, 샤워장, 음수대, 놀이터",공유누리(행정안전부),Y
camp-31388,함양 용추 오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,함양군,경상남도 함양군 안의면 상원리 764,35.6750909140991,127.772381215666,함양군청,기초자치단체,055-962-2943,https://cafe.daum.net/yongchoo-camp,"35,",공유누리(행정안전부),Y
camp-31444,대기농촌체험휴양마을,일반야영장,일반야영장,부산경남,경상남도,합천군,경상남도 합천군 가회면 중촌리 420-5,35.4621284812333,128.001864275218,합천군청,기초자치단체,055-931-1313,https://korean.visitkorea.or.kr/detail/ms_detail.do?cotid=8d659ae6-610d-40b8-b00d-d2855c926a3f,",전기시설, 상하수도시설",공유누리(행정안전부),Y
camp-31040,오도산자연휴양림 야영장,일반야영장,일반야영장,부산경남,경상남도,합천군,경상남도 합천군 봉산면 오도산휴양로 398,35.6690451788031,128.053874491152,합천군농업기술센터,기초자치단체,055-930-3733,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030068,"야영데크(81면),물놀이장, 솔숲쉼터, 매점, 치유센터, 등산로, 산책로, 세미나실",공유누리(행정안전부),Y
camp-31343,정양레포츠공원 오토캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,합천군,경상남도 합천군 대양면 정양리 613,35.5581910980498,128.165448763533,합천군청,기초자치단체,055-930-4663,https://www.hc.go.kr/06574/06590/06596.web?amode=view&idx=135&sstring=%EC%A0%95%EC%96%91&stype=name,"45,전기시설,상하수도시설",공유누리(행정안전부),Y
camp-31565,황매산 국민여가 캠핑장,자동차야영장,자동차야영장,부산경남,경상남도,합천군,경상남도 합천군 가회면 둔내리 산219-11,35.4811514711434,127.983809188899,합천군청,기초자치단체,055-932-5880,https://www.hc.go.kr/06571/06780/06790.web?amode=view&idx=67&,"자동차야영장사이트(80면),전기시설,상하수도시설",공유누리(행정안전부),Y
camp-31233,대저생태공원 캠핑장,자동차야영장,자동차야영장,부산경남,부산광역시,강서구,부산광역시 강서구 대저1동 1-5번지,35.215848101826,128.991446009636,부산광역시 낙동강관리본부,광역자치단체,051-941-0957,https://www.daejeocamping.com/,"75,관리사무실, 매점, 화장실, 개수장, 샤워장, 쓰레기분리수거장",공유누리(행정안전부),Y
camp-31477,바다가 보이는 부산항 힐링 야영장,일반야영장,일반야영장,부산경남,부산광역시,동구,부산광역시 동구 초량동 1185-1,35.113302955393,129.043488787697,부산동구청,기초자치단체,051-400-1205,https://www.busanpa.com/redevelopment/Contents.do?mCode=MN0081,"자동차야영장사이트(24면),상하수도시설,화장실,샤워실",공유누리(행정안전부),Y
camp-gc-018,삼락생태공원 오토캠핑장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,부산경남,부산광역시,사상구,부산광역시  사상구 삼락동 29-59,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31231,대왕암공원 캠핑장,일반야영장,일반야영장,부산경남,울산광역시,동구,울산시 동구 등대로 80-61,35.4881813906157,129.439163816926,울산동구청,기초자치단체,052-209-4530,https://daewangam.donggu.ulsan.kr/camping/Pginfo.do,"오토캠핑(36면),전기시설,샤워장,세척장,화장실",공유누리(행정안전부),Y
camp-31170,강동오토캠핑장,카라반,카라반,부산경남,울산광역시,북구,울산광역시 북구 동해안로 1158(당사동),35.5992919813638,129.462950819407,울산 북구청,기초자치단체,052-291-3663,https://autocamping.bukgu.ulsan.kr/,"카라반(6동),전기시설, 화장실, 샤워장, 식기세척실",공유누리(행정안전부),Y
camp-31241,등억알프스야영장,일반야영장,일반야영장,부산경남,울산광역시,울주군,울산광역시 울주군 상북면 등억알프스리 309-1,35.5533000773202,129.087852913897,울주군청 산림공원과,기초자치단체,052-254-0301,https://camping.ulju.ulsan.kr/Pgalllight.do,"오토캠핑장 48면, 카라반 20동,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-31333,작천정 달빛야영장,일반야영장,일반야영장,부산경남,울산광역시,울주군,울산광역시 울주군 삼남읍 교동리 1522-1,35.5484080518997,129.109542829934,울주군청 산림공원과,기초자치단체,052-264-0501,https://camping.ulju.ulsan.kr/Pgallstar.do,"40면,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-31334,작천정 별빛야영장,일반야영장,일반야영장,부산경남,울산광역시,울주군,울산광역시 울주군 상북면 자수정로 320,35.5512544541785,129.094346557858,울주군청 산림공원과,기초자치단체,052-254-7720,https://camping.ulju.ulsan.kr/Pgallstar.do,"65면,전기시설,화장실,취사시설,샤워실",공유누리(행정안전부),Y
camp-31331,입화산 참살이 숲 야영장,자동차야영장,자동차야영장,부산경남,울산광역시,중구,울산광역시  중구 다운동 8번지,35.5768993559687,129.277424291806,울산 중구청,기초자치단체,052-708-2831,https://www.junggu.ulsan.kr/camping/camp/iphwa/intro.do?searchCsId=,"7,801m²,산책로, 오토캠핑장, 일반야영장",공유누리(행정안전부),Y
camp-31332,입화산 참살이숲 제2오토캠핑장,자동차야영장,자동차야영장,부산경남,울산광역시,중구,울산광역시 중구 다운동 8번지,35.5768993559687,129.277424291806,울산중구청,기초자치단체,052-211-2832,https://www.junggu.ulsan.kr/camping/camp/iphwa_auto2/intro.do,"9,840m²,산책로, 오토캠핑장, 잔디마당",공유누리(행정안전부),Y
camp-31374,태화연캠핑장,일반야영장,일반야영장,부산경남,울산광역시,중구,울산광역시 중구 태화동 281번지 일원,35.5610025,129.2867345,울산중구청,기초자치단체,052-211-2834,https://www.junggu.ulsan.kr/camping/camp/taehwa/intro.do?searchCsId=,"9,201m²,산책로, 오토캠핑장, 어린이놀이시설(짚라인), 잔디마당",공유누리(행정안전부),Y
camp-31400,황방산 생태야영장,카라반,카라반,부산경남,울산광역시,중구,울산광역시 중구 장현동 469번지 일원,35.5883345456472,129.328830509386,울산중구청,기초자치단체,052-708-2833,https://www.junggu.ulsan.kr/camping/camp/hwangbang/intro.do,"4,920m²,산책로, 카라반(4대), 잔디마당",공유누리(행정안전부),Y
camp-31493,산장관광지,자동차야영장,자동차야영장,서울인천경기,경기도,가평군,경기도 가평군 가평읍 문화로 131,37.8254227259974,127.506957723294,가평군청,기초자치단체,031-8078-8057,https://www.gpfmc.or.kr/gpfmc/main/main.php,"자동차야영장사이트(41면),전기시설,상하수도시설,샤워실,화장실",공유누리(행정안전부),Y
camp-31540,자라섬캠핑장,카라반,카라반,서울인천경기,경기도,가평군,경기도 가평군 가평읍 자라섬로 60,37.820897505718,127.521045099865,가평군청,기초자치단체,031-8078-8029,https://www.jaraisland.or.kr/jara/main/main.php,"카라반(39대),전기시설,상하수도시설,샤워실,화장실",공유누리(행정안전부),Y
camp-31589,킨텍스캠핑장,일반야영장,일반야영장,서울인천경기,경기도,고양시,경기도 고양시 일산서구 킨텍스로 217-25 (대화동),37.6631279408281,126.73969294266,고양도시관리공사,지방공기업·출자출연기관,031-913-1700,https://www.gys.or.kr/subpage/index/274,"일반야영장(45면),전기시설,샤워실,개수시설,화장실",공유누리(행정안전부),Y
camp-31500,서울대공원야영장,자동차야영장,자동차야영장,서울인천경기,경기도,과천시,경기도 과천시 막계동 산65-75,37.426895658274,127.02653212179,과천시청,기초자치단체,02-500-7870,https://www.seoul.go.kr/storyw/campingjang/park.do,"1,500명 내외,",공유누리(행정안전부),Y
camp-31183,광명도덕산캠핑장,일반야영장,일반야영장,서울인천경기,경기도,광명시,경기도 광명시  밤일안로42번길 69,37.4595962718578,126.860628921355,광명도시공사,지방공기업·출자출연기관,02-2610-7370,https://www.gmuc.co.kr/user/conn/campIntro.do,"42면,산책로, 연못, 샤워장, 등산로, 약수터",공유누리(행정안전부),Y
camp-31172,경기도청소년야영장,자동차야영장,자동차야영장,서울인천경기,경기도,광주시,경기도 광주시 퇴촌면 천진암로 1243,37.4221189035805,127.376729109884,경기도청소년수련원,광역자치단체,031-763-9140,https://www.ggyc.kr/gwangju/index,"일반(20면),산책로, 운동장, 무궁화역사공원, 자역학습장, 체육관",공유누리(행정안전부),Y
camp-31592,구리 토평 가족캠핑장,일반야영장,일반야영장,서울인천경기,경기도,구리시,경기도 구리시 왕숙천로 11-140,37.586614632426,127.158120795886,구리도시공사,지방공기업·출자출연기관,031-550-3788,http://camping.guriuc.or.kr/guricamping/index.php,"이지캠핑(3면),트램펄린장, 산책로, 야외무대, 연못, 바비큐장",공유누리(행정안전부),Y
camp-gc-010,초막골생태공원 느티나무야영장,일반야영장,일반야영장/자동차야영장/글램핑/카라반,서울인천경기,경기도,군포시,경기도 군포시 산본동 919,,,,,,,,고캠핑 전국 야영장 등록현황(한국관광공사),N
camp-31410,가족쉼터,자동차야영장,자동차야영장,서울인천경기,경기도,남양주시,경기도 남양주시 수동면 수산리 591-2,37.7548272358956,127.272109850009,남양주시청,기초자치단체,031-590-2793,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=90&viewType=read01,"일반야영장(25면),계곡 물놀이",공유누리(행정안전부),Y
camp-31081,축령산자연휴양림 야영장,일반야영장,일반야영장,서울인천경기,경기도,남양주시,경기도 남양주시 수동면 축령산로 299,37.7547680401799,127.313253048056,경기도,광역자치단체,031-8008-6690,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030050,"야영데크(30면),산책로",공유누리(행정안전부),Y
camp-31182,광교호수공원 가족캠핑장,자동차야영장,자동차야영장,서울인천경기,경기도,수원시,경기도 수원시 영통구 하동 광교호수로 57,37.2749927620963,127.065265120661,수원도시공사,지방공기업·출자출연기관,031-548-0075,https://www.suwonudc.co.kr/ggcamping/mainPage.do,"데크(26면),오토캠핑장 화장실 식기세척장 샤워실",공유누리(행정안전부),Y
camp-31417,갯골캠핑장,자동차야영장,자동차야영장,서울인천경기,경기도,시흥시,경기도 시흥시 월곶동 520-240,37.3893652051687,126.762052426501,시흥시청,기초자치단체,031-488-6998,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=6731,"일반야영장(40면), 글램핑시설(2면),놀이터",공유누리(행정안전부),Y
camp-31174,경기도청소년야영장(안산캠핑장),글램핑,글램핑,서울인천경기,경기도,안산시,경기도 안산시 단원구 선감로 255,37.2151579700402,126.642107274834,경기도청소년수련원,광역자치단체,032-886-6900,https://www.ggyc.kr/ansan/index,"10동,산책로, 공연장, 쉼터, 운동장, 수영장",공유누리(행정안전부),Y
camp-31302,안산화랑오토캠핑장,일반야영장,일반야영장,서울인천경기,경기도,안산시,경기도 안산시 단원구 화랑로 259,37.3230889514537,126.816187367204,안산시청,기초자치단체,031-481-9800~1,https://tickets.interpark.com/goods/20004246,"85,화장실, 샤워장, 식기세척실, 산책로, 놀이터",공유누리(행정안전부),Y
camp-31002,서운산자연휴양림 야영장,일반야영장,일반야영장,서울인천경기,경기도,안성시,경기도 안성시 금광면 배티로 185-39,36.9423847036351,127.313755853344,안성시청,기초자치단체,031-678-2913,https://www.foresttrip.go.kr/indvz/main.do?hmpgId=ID02030092,"6면,숲속의집, 오토캠핑장, 야영장, 카라반",공유누리(행정안전부),Y
camp-31303,안성맞춤 자동차야영장,자동차야영장,자동차야영장,서울인천경기,경기도,안성시,경기도 안성시 보개면 복평리 34-3,37.0313194261321,127.309206928983,안성시설관리공단,지방공기업·출자출연기관,031-677-8267,https://www.gocamping.or.kr/bsite/camp/info/read.do?c_no=2030&viewType=read01,",전기,온수,산책로,운동시설",공유누리(행정안전부),Y
camp-31304,안성맞춤 캠핑장,일반야영장,일반야영장,서울인천경기,경기도,안성시,경기도 안성시 보개면 남사당로 196-31,37.0312980573129,127.309142892191,안성시설관리공단,지방공기업·출자출연기관,031-677-8267,https://www.anseong.go.kr/tourPortal/camp/main.do,"오토( 24면), 데크(12면), 일반(35면), 카라반(7면), 글램핑(10면),오토캠핑장, 야영장, 카라반, 글램핑",공유누리(행정안전부),Y
camp-31305,안성시 다목적 야영장,글램핑,글램핑,서울인천경기,경기도,안성시,경기도 안성시 죽산면 용설호수길 55-33,37.0600117667775,127.451977518749,안성시청,기초자치단체,031-678-5399,http://anseong.camplink.co.kr/,",오토캠핑장, 글램핑",공유누리(행정안전부),Y
